height,leaf_num,chlorophyll,soil_moisture,light_hour,status
47.006053853773786,19.501927920887244,35.142196013949246,37.95993440458101,6.059218434014488,1
57.188562353795135,20.609455155603644,48.308732996144094,57.57882963566874,7.8529426184978615,0
56.991466938853016,19.243686354102877,43.213940191731915,67.20636644533057,8.310907565598004,0
38.90916336335843,14.851133141799908,27.95296719542975,33.61952689952507,5.569767280232204,2
47.944532330653225,20.097043255889655,29.387624236922434,40.222899649154776,6.7109599682034915,1
50.2963791216791,21.077820087369318,33.764369101632596,40.51688472790091,5.222183312409125,1
56.774401226974376,25.890954019699556,47.7183909957387,58.98903673783053,7.423096344337597,0
40.58753576529305,15.859236438265171,23.13057842072571,29.076665295140998,5.128104414910789,2
43.08746691197693,12.837886919183475,29.261512743969565,29.714113402839143,4.55381656678522,2
56.40077895802646,31.571366877429938,41.24869984033951,50.23956100238749,7.5987795281141635,0
59.63994939209833,21.289147867365756,45.25712007638185,66.38832447894212,8.34175597577716,0
38.12554426691296,15.192241553881967,29.642515603990184,30.398909022440627,4.033023856870787,2
39.44804999094196,17.161561451109243,26.47735379202445,30.139309644468447,6.440117215449472,2
60.458803882677515,21.426089508392053,42.352854140926446,61.62083176244221,7.885460154747382,0
40.56030029343123,15.444267543267426,25.857596172174716,28.323234458185233,6.503398301767151,2
42.948072951836544,16.36300139474525,26.414246669159212,30.559827369469076,2.5761206733710433,2
55.80391238388681,22.65024012299129,41.90869914184971,64.49799937716625,8.872320636720678,0
38.36524273957315,16.264815478111043,21.987577699743795,33.20002406876746,3.748460575809556,2
50.020974798872736,18.60054898401483,33.01212872316246,42.53112746442514,5.740408648636395,1
61.808180125238174,26.565824696850694,42.138785162960126,62.73548690585019,8.950423838186051,0
44.78212199798059,18.698714861756347,38.60364176649183,46.37274650655759,4.777872191108054,1
54.93584439832788,25.88836083119373,45.05200756751163,66.33455574593312,7.1745028032074885,0
33.75421177634883,13.746065884424466,23.73943954871243,31.77196449207693,4.9544139836445025,2
55.11070728759404,22.73374853488905,31.36695140071263,41.33464842114779,4.89347409125833,1
66.78120014285412,27.34546861533193,49.35580238786947,60.58663691654391,8.150393786476208,0
57.60412881077355,25.68237980381239,54.25863426669403,55.85502494538964,7.160278157819224,0
48.199738114083026,19.775343900618342,32.71022253037245,40.72746502023398,5.754256935914055,1
65.01766448946012,21.03863016074717,40.689020888282776,57.04214305582085,9.876170839215886,0
52.67869019532015,19.02574923247061,33.77577388093535,37.95513729427526,6.712998430172388,1
46.05709581465783,19.52210390626718,35.980782121292485,39.367968405684046,4.918936672400102,1
62.712800217929825,26.539802299340067,41.98505534257004,62.024908554804774,8.62834550926428,0
55.45987962239394,25.015340369927383,43.94137266704818,62.219097140731144,8.412931454275624,0
64.65640059558099,29.649803215052618,48.03587688197307,56.53545202369673,7.23265243711195,0
64.10951252187611,22.856945745920896,47.535676089272044,60.105019208163796,7.530824347895296,0
40.633052401607856,16.41550387091095,20.96664846689717,32.46144654359209,4.75876394214367,2
52.58150379834059,18.487298509431394,27.585066499618133,41.6537396128948,5.287154217322835,1
46.828508670950626,21.51078245165151,28.366594072976344,33.380573312536924,5.690453560686009,1
45.8590307103225,18.044889510402896,37.3125955816609,40.293271868753614,4.748886423614697,1
40.51259631438383,16.11958089586208,25.49935662463917,30.57329720405971,4.910264305712773,2
60.435235341190854,30.59732353343427,36.89942965336957,63.40976485647482,6.286865470909122,0
50.06215542699554,26.96966082590149,48.409733339184896,59.34928472816158,9.23781631197346,0
40.55450837108462,16.779261591246875,25.671363854916695,32.12506934189806,5.64084286126701,2
53.359069755507846,28.42846844354506,45.232834873784,60.349010424950094,8.322718560338089,0
57.27808637737409,24.516142865001974,44.1061488586966,58.7371592430342,7.528961694381677,0
41.730231599840494,17.202864852361717,37.61337411029508,47.52809798590013,5.475479733720226,1
47.897146194512175,12.028879253926057,30.383673590553364,28.493837326942167,4.718899707114045,2
58.54153125103362,24.7766622527015,38.94061110125654,60.65370288643046,7.786552848288153,0
52.93848149332354,24.29623859987456,55.880676666358475,63.87317026714668,7.436275447196025,0
35.77461611090932,14.8078802005507,23.911484318681023,33.13248263120722,4.900824136220617,2
45.72951828246962,21.22833340008685,30.117372686350514,38.162556401839026,3.3031133570584283,1
56.009428208384115,23.046248154539313,36.01280798622561,49.783007918467305,4.5924883052821786,1
34.89224918728648,12.446502848359382,28.567049593322654,34.732359839290424,4.3473760206976095,2
58.8293152152541,23.49472886924639,46.651123707745995,58.327493820795254,6.785811387212268,0
51.46639298438739,18.81521215152226,28.88562639446644,36.041580718965676,5.759674601841865,1
44.479594167140434,19.619322643832785,33.70232543654114,42.90306649559477,7.7522704434236225,1
67.82321827907003,25.696761091483012,42.393598609576735,64.06754818000319,9.831458765854354,0
38.43183093844288,13.848724347524453,23.448134649698883,37.58079727762087,3.7196956013291054,2
54.71718873625531,26.157761616910477,38.01887842764332,38.22282695969555,6.198084760767855,1
41.224758267143415,15.543157674390747,23.087838618080447,30.748151051132265,5.840643548988724,2
56.20460790209009,21.153113926111534,32.418759904148146,38.920500258826515,6.013929291912946,1
37.66508582379306,11.678078132968018,23.407009134994546,36.489764169916384,3.569224897881952,2
50.462698537171434,20.622500309087073,33.84633336731052,36.08494513687077,5.975874912889997,1
69.26139092254469,24.920458373652348,48.425595177293886,52.8206892441028,9.475356216949551,0
61.20981135783017,22.893840718367944,44.69159316234359,70.61078098506317,8.075804558193726,0
53.89578175014489,25.904642027000836,46.54126951891535,62.31051737131635,6.997470635362191,0
49.77780920441352,17.234400538071327,33.73704655753921,40.895536097116526,7.2715550949941585,1
59.4217585880588,29.2083829328083,49.332204972701106,67.93008408072676,7.891239851543142,0
35.78001670945533,13.210785395560992,31.03061361629905,29.802749216781038,5.026885838994531,2
52.84645951235556,19.44989660569671,36.91577737633212,40.28626494887757,7.848956094945345,1
49.571878560181766,21.001834375248762,35.7068436743257,43.29268233584766,6.326133022242118,1
58.07458859791842,25.205688924418084,49.54226256072239,57.53499532670584,8.49799829124545,0
46.24048085469058,18.272018460640368,31.97574106724779,39.49685231960141,5.625179192450402,1
35.95544373368286,15.760395702011927,21.631833935313104,30.086234468804452,5.19652116970147,2
60.85684140594985,22.271837635615782,47.24313810547294,63.31065337260523,9.532738913002579,0
43.18647024257938,18.248763493230484,36.18335642713489,41.924036926946854,6.9356783931474615,1
52.87016902318385,18.277431597343472,35.76326252990364,35.49804381080649,5.628559134004209,1
54.24503211288849,30.65855770363159,46.89295049829418,68.16205651965818,6.551915658502676,0
45.2084884296446,21.502774246743577,38.43126212962079,34.81968491174553,5.8150978635570105,1
58.24299169952795,19.744164817038467,37.507076336195425,43.027954466581406,5.4263379931197635,1
41.8430712889596,22.959888277780053,34.532968293823764,39.77766131635818,3.9266097675918505,1
63.23844269050346,29.433682134224547,49.634382316029615,62.524936394902284,7.181779316766527,0
58.50496324767066,26.42149876273536,45.74581725907771,58.44866621703272,9.353872374165412,0
57.696806145201066,22.028391024607934,47.06014106883464,59.24107452482208,8.224092481810416,0
37.73385120294003,14.042502756673045,26.003370369961075,31.131635625193564,5.877362290575672,2
35.944946183150996,14.12053788345165,22.60510826638464,35.64347120832177,2.9582651315757094,2
52.49139972939,19.558060800933553,29.585353698006443,40.992882345201345,5.72727643025233,1
34.86949482203012,12.329311282579798,27.02445847649981,28.819983563017917,6.329152530132431,2
61.04431797502378,24.89586469088427,41.46457025519547,60.99529847786735,7.98148686400761,0
37.23030026166729,14.626256711677282,24.469158317517852,28.334401419920404,5.208382807947553,2
59.07170511668092,28.921428262847286,37.530939229633006,57.19909479901515,7.400607354555978,0
60.337641023439616,23.971856450419693,40.71643000775555,43.79366329965464,8.244966571108723,0
43.147027677510664,15.244019629290722,29.22804232055674,28.40739368123904,5.872457328280145,2
57.021363369772814,18.088919118799147,31.610879436027147,36.3113387032895,5.453141058759607,1
54.7114453552205,32.389726337455855,40.017044885152046,60.05116530509793,7.840061470036573,0
57.671351232148716,27.90593497159867,41.736758860138245,64.58930973527389,7.102745628514168,0
37.15180333350417,17.06368907893727,24.900619081378608,31.32004335016,3.9983799901050845,2
39.8291631288368,16.241344195101355,24.358033467323473,27.549192987038293,5.447708560017315,2
67.89606407753696,27.746206353106224,48.28824063997796,57.625273444195216,9.158110873500068,0
61.87849009172836,25.523733438495515,44.70868434937251,52.84929311019684,6.592536225623444,0
51.53626179575723,21.85235509506328,35.86932457068924,36.838102178218755,6.7216720640432355,1
58.82923312638332,22.574519191320437,48.85350451697729,53.99851796472112,6.993982618500298,0
59.93251387631033,25.18069062982308,45.85637497652082,65.8158187607748,8.85765962320202,0
37.88696892837172,20.12016907653759,31.89669437085775,28.531681672445334,5.650201177958661,2
41.81802985403692,13.593647149748225,29.360153431353105,35.5401219772081,3.9299152336738477,2
42.965042054307546,21.7632795138989,33.18804443985254,45.98417724595673,7.091506851922462,1
35.33011247942829,17.298546652571353,23.663492435797686,32.045674468878936,6.846636996047666,2
57.68291153593769,25.291232648044122,41.44194228149791,53.69558022832477,7.987753227153085,0
54.468325129969855,20.17755029631632,47.74504076149805,63.73646802561631,5.876104275690193,0
48.92237266222177,20.154736615295235,38.50334618497942,41.119874505279284,5.657312405919651,1
36.158711942511154,14.930023019006077,29.73871643719214,31.751784555977892,3.474474829075261,2
40.05530179919618,16.66784430909781,25.867505931723453,25.920431577060242,4.32360769794073,2
62.483570765056164,24.340984336487463,41.101273319090716,56.037396307836495,8.096995964992718,0
37.42492665945636,15.16456797855085,24.950731311781745,30.731402141313595,4.428821010217203,2
41.19740834305621,16.94510889925346,22.696607304687614,33.50788677133702,6.44376460407326,2
61.80697802754207,25.75147855103763,42.07853347313145,58.911593983863895,7.101585328651642,0
49.643519841948844,21.12593847338114,34.02192940349648,45.38168018461991,6.489374561227918,1
64.06262911197099,25.779648382745272,43.11227253684227,59.89549203017926,7.240867338446302,0
52.60739004816286,26.76057128140081,39.489322528171634,70.66516687328134,8.690143991711112,0
42.229792282068146,16.221171490567645,26.147229238552153,33.835355587821894,5.709003757588512,2
56.99680655040598,25.772651172168292,41.61282512772638,57.79977756651508,7.281555778747564,0
63.69233289997705,27.373095841129143,46.43114944139313,60.56758672625624,8.519346514241173,0
54.233697947398355,23.374283270145128,36.11343762011393,32.88511900438289,3.349030191606988,1
43.309905646049565,11.859550560219088,25.702644197609562,31.94612966276893,6.117295831588128,2
40.34268294598612,13.545725648350263,29.65150147844223,29.498645759049438,5.342725346377704,2
60.554612948549334,26.212152570443614,47.85600197636837,53.76108409017575,8.232049937357637,0
52.87625906893272,22.593168192335142,46.92988966097274,54.87806179332855,7.49305682462887,0
41.55297706140737,14.131007545135368,23.16163392854684,33.58513988677453,4.9963974609094315,2
45.2643825459531,18.54160127127102,23.431419918540193,28.922123727638823,4.3080919301187555,2
47.60249990818491,20.07052710394346,36.63008057713981,38.338848344396794,7.669021525289393,1
60.984306179345616,27.255799098060322,40.42811880867751,58.073432015691196,7.172769056447677,0
38.380720959071915,14.859668577082706,23.08678004724605,31.936452543423226,4.9598420493556565,2
65.28561113109458,23.301106811191683,47.05514380364883,62.94158603242288,8.012592400781795,0
51.32925604791836,23.28993542700257,33.04449167659352,44.1501597770316,8.573359803249861,1
39.887095892725455,16.24361992443439,24.895945337839656,34.146476973112584,4.917848821607431,2
58.494481522053555,20.794446811623157,49.215208208139614,53.810922505865754,8.401711722098941,0
47.78540277861127,20.19866461085845,30.564241262660474,34.840156401035784,6.924027019206901,1
67.61514928204012,23.44518934517906,41.717270726593156,64.32877597085061,10.09238727568546,0
55.47452623012939,17.15549258080465,32.60931423358857,47.507183250232266,6.106430227691897,1
63.058381444204336,26.420777291905544,47.60556500522319,64.24801048510513,8.959270826085207,0
52.01618606207138,18.184872675916804,34.34269841357341,38.29247572021032,6.615935606944264,1
34.47737730600507,16.876567611951995,25.6087690625539,33.220895249579314,5.785800158650832,2
44.99642333338773,15.056636752260923,23.343330867157086,28.660699156348414,3.4160971765142767,2
37.8227685605396,14.381655753062722,23.83689532019205,25.430439285648674,3.8416353108074572,2
